,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix
342113,108105.0,2020-02-03,SPX 200221C2630000,1,2020-02-21,,C,2630000.0,612.4,620.3,0.0,0.0,,,,,,131045988.0,1.0,1.0,100.0,0,,,,
342114,108105.0,2020-02-03,SPX 200221C2635000,1,2020-02-21,,C,2635000.0,607.4,615.3,0.0,0.0,,,,,,131045989.0,1.0,1.0,100.0,0,,,,
342115,108105.0,2020-02-03,SPX 200221C2640000,1,2020-02-21,2020-01-09,C,2640000.0,602.4,610.3,0.0,25.0,,,,,,131045990.0,1.0,1.0,100.0,0,,,,
342116,108105.0,2020-02-03,SPX 200221C2645000,1,2020-02-21,,C,2645000.0,597.5,605.3,0.0,0.0,,,,,,131045991.0,1.0,1.0,100.0,0,,,,
342117,108105.0,2020-02-03,SPX 200221C2650000,1,2020-02-21,2019-09-25,C,2650000.0,592.5,600.3,0.0,0.0,,,,,,130212764.0,1.0,1.0,100.0,0,,,,
342118,108105.0,2020-02-03,SPX 200221C2655000,1,2020-02-21,,C,2655000.0,587.5,595.4,0.0,0.0,,,,,,131045992.0,1.0,1.0,100.0,0,,,,
342119,108105.0,2020-02-03,SPX 200221C2660000,1,2020-02-21,2020-01-09,C,2660000.0,582.5,590.4,0.0,2.0,,,,,,131045993.0,1.0,1.0,100.0,0,,,,
342120,108105.0,2020-02-03,SPX 200221C2665000,1,2020-02-21,,C,2665000.0,577.5,585.4,0.0,0.0,,,,,,131045994.0,1.0,1.0,100.0,0,,,,
342121,108105.0,2020-02-03,SPX 200221C2670000,1,2020-02-21,,C,2670000.0,572.5,580.4,0.0,0.0,,,,,,131045995.0,1.0,1.0,100.0,0,,,,
342122,108105.0,2020-02-03,SPX 200221C2675000,1,2020-02-21,,C,2675000.0,567.6,575.4,0.0,0.0,,,,,,130212765.0,1.0,1.0,100.0,0,,,,
342123,108105.0,2020-02-03,SPX 200221C2680000,1,2020-02-21,,C,2680000.0,562.6,570.5,0.0,0.0,,,,,,131045996.0,1.0,1.0,100.0,0,,,,
342124,108105.0,2020-02-03,SPX 200221C2685000,1,2020-02-21,,C,2685000.0,557.6,565.5,0.0,0.0,,,,,,131045997.0,1.0,1.0,100.0,0,,,,
342125,108105.0,2020-02-03,SPX 200221C2690000,1,2020-02-21,2020-01-27,C,2690000.0,552.6,560.5,0.0,10.0,,,,,,131045998.0,1.0,1.0,100.0,0,,,,
342126,108105.0,2020-02-03,SPX 200221C2695000,1,2020-02-21,,C,2695000.0,547.6,555.5,0.0,0.0,,,,,,131045999.0,1.0,1.0,100.0,0,,,,
